tid,pl_orbper,pl_rade,st_teff,tfopwg_disp,is_exoplanet
436873727,22.0933922,9.7603293,6798.4,CP,no
336961891,3.6022377,1.1671855,3266.0,PC,yes
270355392,5.0256637,1.4655752,3782.0,PC,yes
270355392,10.7387039,1.7168904,3782.0,PC,yes
387423096,0.3181853,1.78228,4242.23,PC,yes
46698351,5.0872348,17.9284,8972.0,PC,no
286696849,8.9299483,12.6566078,4379.0,PC,yes
303204165,8.8346147,2.5385619,5991.0,PC,yes
303204165,11.0696104,2.5924247,5991.0,PC,yes
257774438,15.3886607,2.5382638,6101.0,KP,yes
404713783,15.0758735,2.41942,5744.71,PC,yes
270380593,3.8361623,6.2369926,4910.0,KP,yes
60646268,2.6672418,8.5917,4432.0,PC,no
147302550,11.1878978,10.1018,5721.0,PC,yes
139877968,18.6224802,12.759,5654.5,PC,yes
238854767,16.3764188,4.23355,6397.0,PC,yes
99648579,10.6936683,12.2512,5820.0,PC,yes
209310912,3.6749802,11.714,5134.0,PC,yes
120523488,3.439221,6.2369,5053.0,PC,yes
434110695,8.115667,5.8543726,6200.0,PC,yes
224279091,6.0142432,2.96676,5575.0,PC,yes
178215634,1.0451165,6.13091,5921.2,PC,no
4616072,4.1876154,13.9002369,6675.0,KP,no
435259601,1.5090806,14.3177,4674.0,PC,no
441135051,8.8085782,,,PC,yes
166778944,4.7034187,2.58065,4481.0,PC,yes
237358490,5.2916448,10.1289,4397.1,PC,yes
299551666,3.0002713,12.4821,5902.3,PC,yes
165201455,3.6831574,12.4845,6304.0,PC,yes
165202476,2.9093856,12.8688,3666.0,CP,yes
422884521,17.9450925,13.3791,5681.0,PC,yes
142938659,1.0049552,5.19137,3210.0,PC,no
71401634,0.2476684,5.81442,4886.0,FP,no
20178111,1.734422,4.24151,5890.0,FP,no
404506270,15.5014296,10.8287,3382.0,PC,no
439873430,17.1470323,5.37173,5689.0,PC,yes
332911893,6.6132132,15.5423,6110.0,PC,no
118573065,4.8667353,16.8337,5383.0,PC,no
89062142,4.2430633,12.965,5595.0,PC,yes
279095914,3.5779775,2.15124,3991.0,PC,yes
219225319,13.291966,8.65633,5042.0,PC,yes
100974694,4.0589926,5.84962,5556.0,PC,yes
206717400,4.7743169,12.3583,5549.0,PC,yes
283605976,6.8170909,7.4200144,4955.0,PC,yes
33521996,3.3252703,11.5039006,3724.0,KP,yes
31258738,17.4314043,9.8169,5923.0,PC,no
248689510,3.0421828,14.5498,5582.5,PC,yes
449197624,6.7934811,15.1938,6121.0,FP,no
264460005,3.0929206,11.6629,5787.4,FP,yes
399757537,6.4879123,16.7425,6782.0,PC,no
431693152,7.0308254,3.61495,5516.0,PC,yes
316875094,7.9461192,13.6973,5416.0,PC,yes
302759417,3.313358,14.6999,6209.0,PC,yes
245793479,7.7688831,11.4556,5851.0,PC,no
396935099,2.4337374,8.67796,4294.3,PC,no
33692729,13.6308024,3.5493962,6114.0,CP,yes
455033897,11.5341529,6.82739,6356.0,APC,no
200321577,8.5725884,10.4135,5807.0,PC,no
153723304,4.0519584,10.7206,5147.0,PC,yes
117843365,1.9113216,10.1581,4578.0,APC,yes
50745119,5.629318,14.4974,5885.0,PC,yes
139550876,35.7861915,13.2073,5755.0,PC,yes
243011228,4.1249095,10.7709,6007.5,PC,yes
250189842,5.0274739,13.8852,5178.0,PC,no
411781649,4.2333233,12.5093,5696.0,PC,yes
34395020,10.1766089,11.0026,5452.0,PC,yes
37770169,12.1914558,4.6131319,5418.0,CP,yes
468911753,2.2964514,,4391.0,APC,yes
9344899,8.5821795,9.30439,5818.0,PC,yes
248690688,3.121702,14.8115,5944.0,PC,yes
293514367,5.1155806,13.6976,6349.0,PC,yes
455030519,2.6875966,13.3886,5885.0,APC,yes
436637677,11.9140328,9.89059,5359.0,PC,yes
37117064,735.982363,12.541,5309.0,PC,yes
322825139,0.4709937,14.5973,6719.0,PC,no
232194097,3.3560085,15.1419,5906.0,PC,yes
317328621,6.2397532,7.89594,5956.9,APC,yes
47911178,3.5857076,15.8525901,6400.0,KP,yes
144486060,1.4798437,8.37272,5475.0,PC,no
177718896,3.7081082,13.6266,5337.0,PC,yes
317089770,8.8720052,8.76898,5626.0,PC,yes
102542376,2.9532479,,7076.3,APC,no
251111783,7.9144674,14.5746,5431.0,PC,no
268372005,6.4274159,12.9491,6227.0,FP,yes
268689126,5.2376102,16.2444,7666.0,PC,no
269190305,4.1583367,16.0152,8131.7,PC,no
234958949,5.1409029,8.29803,6282.4,PC,yes
306363166,14.3953055,11.615,4850.0,PC,yes
52280468,0.5682596,24.8489,3294.0,APC,no
124322274,3.7810832,15.3456,6364.0,PC,no
229210014,4.0086493,7.2935622,4779.0,PC,no
142530031,10.8910909,10.6208,6619.0,PC,no
322824542,3.6590997,14.6976,6624.0,PC,no
119638424,3.572359,3.43709,5730.0,PC,yes
26587613,2.0763072,12.6426,5805.0,PC,no
409009431,4.2971136,14.1426,5203.0,PC,yes
39824732,7.151653,22.4773,5635.0,PC,no
270716565,6.0879495,12.8134,3971.0,PC,no
52738649,6.9279673,9.55039,5950.0,PC,yes
52640302,1.5732848,14.7247524,5400.0,KP,no
97866515,4.0681112,9.75584,7070.0,PC,no
438368981,1.4553693,13.4308,6344.5,PC,no
78489364,1.8911553,21.7999,5711.0,PC,no
438149332,5.3054422,17.4742,6473.0,PC,no
97714451,6.2356356,9.02698,5854.0,PC,no
280292434,3.541053,,,PC,yes
265619984,2.8564778,21.5886,5777.0,PC,no
142532090,9.3202467,7.8768,5916.0,CP,yes
247873937,4.6498719,16.6839,9056.0,FP,no
281716779,8.1703609,22.3829,8190.0,APC,no
59843967,2.5167257,12.9083148,5403.0,KP,yes
72097808,5.7728793,,,PC,yes
291198795,2.4849639,14.0194,6252.0,PC,yes
237637903,4.1034672,10.5038,6753.0,PC,no
23725901,6.2185453,19.4459,7968.0,PC,no
293931909,4.8013522,14.2355,6399.9,PC,no
269278156,4.413935,13.3105,5972.0,PC,yes
160180298,7.5395871,4.39334,5223.0,PC,yes
235078021,5.2192426,3.8343,5688.0,PC,yes
59770954,4.1018859,13.8992,6327.7,PC,yes
153412485,1.3832999,16.4864,5786.0,PC,no
100608026,8.2617663,2.3414536,4105.0,PC,yes
317189702,3.2141617,11.8959,7137.0,PC,no
291580615,3.6014534,,,PC,yes
237700098,5.0467874,9.9097,6252.0,PC,no
306604742,5.3970484,11.7601,5996.0,PC,yes
61344769,3.6307276,14.0586,6350.0,PC,yes
267197567,22.7273078,19.0824,6243.0,PC,no
119556803,8.0823172,15.2282,5351.5,PC,no
53744258,2.0804611,11.5464,6434.0,PC,no
34524670,5.7627112,15.7774,6589.0,PC,no
49705089,9.6578504,9.98401,5557.0,CP,yes
156987351,3.0629783,14.5105081,7691.0,PC,no
291332861,7.7223185,,8539.7,PC,no
440849210,3.7863767,9.94411,6892.9,PC,no
119069946,4.3591525,3.61577,5866.0,PC,yes
143072696,5.8679992,14.2889,7054.0,PC,no
268456052,1.6025971,10.4975,5164.0,PC,no
21747057,16.3734954,,5809.3,PC,yes
271307949,1.9326573,10.5088307,4909.0,PC,yes
157127081,2.7319222,13.2415,5473.0,PC,yes
108940329,7.2644599,15.0763,6617.0,PC,no
333814134,2.8636452,,8675.5,PC,no
170102285,2.9444273,12.7921539,5150.0,KP,yes
112110888,1.9491813,15.8333,6472.0,PC,no
266441563,6.0049484,12.6954,6373.5,APC,yes
455153906,2.8894603,13.0354,5604.0,PC,yes
415276070,1.7454828,14.1453349,6674.0,PC,no
148129139,8.6000244,4.55822,5700.8,PC,yes
412521892,2.4732088,15.4982,6643.0,PC,no
196286578,10.4137997,10.0431,6079.0,PC,yes
170368805,2.9588764,14.8585,6041.0,PC,yes
145163386,3.8074213,15.4202705,5296.0,PC,no
170221808,10.7490194,11.4707,5424.0,PC,yes
172464366,2.921685,19.091127,6332.0,FP,no
231937828,4.6942884,16.4932,6400.0,PC,no
176242778,1.9055614,,6071.0,PC,no
423128096,3.7244324,,7759.0,APC,no
218988652,6.7519508,19.5004,8297.0,APC,no
409207712,3.3583921,8.84831,5177.0,PC,no
50751260,6.4311106,11.4436,6741.0,PC,no
127012328,5.6984189,10.8479,7528.0,PC,no
431981595,3.5037708,13.0482,6107.0,PC,yes
156999527,4.3930669,14.0261,6328.0,PC,yes
134221850,7.5002702,11.2467,5644.0,PC,yes
306362738,2.7817379,12.6841023,5600.0,KP,yes
452903647,1.6102435,16.8320485,6080.2,APC,no
100389539,4.2809767,13.0113,5964.0,CP,yes
265350422,8.4481666,10.2494,5826.1,APC,no
65949719,3.4658629,15.0462,6688.0,PC,no
95589845,3.5658043,13.7385,6214.0,PC,yes
107090327,2.7431176,,7143.0,PC,no
65905621,3.5775958,15.3215,6355.0,PC,no
265011923,2.9922495,20.032,5932.0,PC,no
274137295,5.5261155,9.00518,4824.0,PC,yes
65805840,4.0234634,12.891,6678.0,PC,no
317548889,6.8659582,2.8144915,6212.63,CP,yes
280307604,4.3229915,7.54314,6121.0,PC,yes
419092044,3.251269,,4883.7,PC,yes
50575306,1.7131374,6.86542,5843.0,PC,no
19117967,8.4516737,8.2562,5782.9,PC,no
320341952,5.0648401,8.28506,6675.0,PC,no
7976072,8.9981735,9.52189,5444.0,PC,yes
96317115,8.4476983,4.97976,5902.0,PC,no
174546820,17.6868627,8.80381,4496.0,PC,no
126772538,1.4700596,16.1051,6308.0,FP,no
143724857,4.4722598,9.0734924,6211.0,PC,no
339672028,10.3311664,11.9428,5760.0,CP,yes
281225729,2.4162514,14.6399,6688.0,PC,no
334414389,0.9828259,21.8486399,4959.0,PC,no
81744640,3.3138453,8.15594,6153.0,PC,yes
333810741,4.0492184,,,PC,yes
32004914,5.545745,15.8197,5706.0,PC,no
19447218,8.9727235,13.0195,5605.0,PC,yes
156990000,11.2473628,15.7487,6141.0,PC,no
60074373,3.190373,12.0669,3722.0,FP,yes
181422954,2.6006996,8.8613965,6673.0,PC,no
82739585,1.5889429,14.0293,5150.0,PC,no
365639282,10.8717,9.098964,3692.0,FP,no
394223845,27.1358856,10.9270095,6315.0,PC,yes
354937825,5.469359,12.6725,7182.0,PC,no
52936161,4.4712213,15.8899,7586.0,PC,no
348756659,3.7260939,13.5887921,5736.0,PC,yes
179687771,5.124162,13.6708,5750.0,PC,yes
53047383,2.8183053,,,PC,yes
17683158,5.9730504,13.7408,6137.0,PC,yes
332630868,736.5601487,13.9475,5895.4,FP,yes
291469139,19.0286016,8.13514,4733.0,PC,no
268439377,0.9855374,10.8393,6198.4,FP,no
393414358,4.3780807,15.1767346,5570.0,KP,no
1260235,7.6945481,,4875.8,PC,yes
17896514,2.6375869,16.5853,6196.0,PC,yes
186470968,2.7805098,8.80341,3949.0,PC,no
176442805,3.6520005,12.1216,7194.0,PC,no
77550515,3.118166,8.60632,5218.8,PC,no
434428836,5.1953991,13.6454,6047.0,PC,yes
231559817,5.1035091,13.7067,8086.0,PC,no
19612445,4.4644761,8.09695,7013.0,PC,no
374200604,0.760019,7.2902589,5690.2,FP,no
38118291,13.3441946,,4866.9,PC,yes
427348923,4.728681,8.96336,4425.0,FP,yes
80029842,2.3992876,4.05839,6536.0,FP,no
453060368,9.6284672,11.9294,5388.3,PC,yes
131034657,5.3374045,16.5532,5064.7,PC,no
258051471,8.3548746,10.7025,6643.0,PC,no
143994382,4.5425274,11.925,7333.0,PC,no
26305150,4.21909,12.0136223,5367.0,PC,yes
418971787,1.0638184,4.08617,4963.0,FP,no
186541435,7.0465721,,4332.6,PC,yes
134596619,3.7235407,18.0478848,7492.0,PC,no
132534906,3.0617364,8.08218,6783.0,FP,no
427352241,1.2667147,8.31491,6084.0,FP,no
332705008,7.6778159,17.73,5938.0,PC,no
60377863,21.6091483,2.134,5967.0,PC,yes
74712191,7.2307407,13.364,7747.0,PC,no
74530173,7.2333744,9.46193,5508.0,PC,yes
70780410,3.9230475,9.13123,5620.0,PC,yes
44514807,7.5872202,16.4426,6419.0,PC,no
428685938,14.4896397,7.558,3376.0,FP,no
35972578,1.8881146,13.7957,6309.0,PC,no
262499797,1.7509117,16.6835695,3333.0,FP,no
152467154,7.1878971,18.372,5144.9,PC,no
260708537,1.7447031,0.591815,3445.0,CP,no
335590096,1.5229985,8.99483,3237.0,CP,no
71341774,3.4321678,9.36413,6176.0,PC,yes
322807371,,9.93012,5427.9,CP,yes
143032776,12.4856615,12.2535,3473.0,PC,yes
48274889,5.2410982,9.54095,6119.0,PC,no
143059017,1.2655205,11.3966,5243.0,APC,yes
35758536,4.1059615,9.32533,6524.0,PC,no
74484423,2.835273,11.2429,6996.0,PC,no
362370757,3.5164369,22.1885,4395.0,PC,no
71221700,3.0978928,,5962.0,PC,yes
31852980,24.3321784,2.727569,5450.0,PC,yes
31852980,7.4144849,,5450.0,PC,yes
446135868,1.8119168,8.20112,6146.0,PC,no
168158622,1.7687528,19.8865,6176.0,PC,no
310822679,1.7125104,9.77984,7938.0,PC,no
228694725,0.8313018,6.57285,5983.0,APC,no
463754499,2.2866856,14.738,8277.0,PC,no
133512515,9.7929019,10.6608,6322.0,PC,yes
458300989,4.1379542,,,PC,yes
447054140,5.2220526,12.0807,6718.0,PC,no
144155193,4.728422,13.0542,5655.8,PC,yes
45465399,5.3763108,9.71605,6543.0,PC,no
452866790,1.1979996,1.2107339,3332.0,CP,yes
245099574,3.4717583,15.0586,6549.0,PC,yes
359735804,4.4158835,11.2662,5306.0,PC,yes
458331312,4.4360402,11.7883,6633.0,PC,no
446463666,4.4967355,10.7052,6534.0,PC,no
80681136,1.5300843,,5951.0,PC,no
72504752,6.9392854,,,PC,yes
457743020,3.251249,19.6899,6951.0,FP,no
274911400,5.1873583,12.2426,7868.0,PC,no
309292963,9.4185437,8.08768,6243.0,PC,yes
441936163,1.895234,,3525.0,PC,yes
455096220,3.6466612,13.2844134,6096.0,KP,yes
92004082,3.0471275,15.718004,6823.0,PC,yes
458199018,2.4498012,,,PC,yes
6010784,4.516649,11.1801,5850.0,PC,yes
441234277,7.3262605,,4884.2,PC,yes
469333534,3.5611222,12.6024,5260.0,PC,no
463365347,8.9641788,11.2056,6956.0,PC,no
438278301,5.1609259,10.5964,7102.0,PC,no
81693792,4.3066915,11.6239,6618.0,PC,no
124235800,2.7652293,3.48557,3830.0,PC,no
376610581,2.3908076,14.4175,7228.0,PC,no
455135327,2.8106013,15.9952263,6304.0,KP,yes
425508314,7.6650157,14.8051,6085.0,PC,yes
107017977,16.0462248,10.789,5295.9,PC,yes
358072664,4.1934945,9.49438,5541.0,FP,yes
457789844,4.9142901,12.5243,8065.0,PC,no
464388115,2.4118274,19.2999,8765.0,PC,no
463011281,11.1378464,13.1836,5809.0,PC,yes
385459345,11.9768241,8.81618,6059.0,PC,no
447585233,3.3405202,,5108.1,PC,yes
356835341,19.7112002,9.99929,6636.0,PC,no
272211398,11.6484665,16.0778778,6496.0,PC,no
468987719,3.3326812,14.4797,5645.0,KP,yes
303327435,5.506691,14.6366494,5277.0,PC,no
303814029,4.4573401,13.5074,7514.0,PC,no
219769290,7.4105517,18.0468,5546.0,PC,no
72401290,6.5430693,4.75554,4689.0,PC,yes
49254857,10.5988743,12.6054,5809.9,CP,yes
440937096,3.3362143,,,PC,yes
454069765,4.1197036,9.06392,5848.8,KP,yes
317362389,4.7738904,13.3725,6681.0,PC,no
60859922,6.5329169,7.59526,5698.0,PC,yes
155419920,3.6470909,16.5056,6050.0,PC,yes
17746821,3.1220166,14.3229397,6280.0,KP,yes
132611413,2.5245706,13.3195,6687.0,PC,no
404227343,3.4975869,13.5654,6987.0,PC,no
411943564,7.5492321,,5295.2,PC,yes
219181903,12.9175271,9.95556,5501.0,PC,yes
307099276,3.1467665,,8232.0,PC,no
399847887,3.9511085,15.9780798,5933.0,PC,no
454828937,6.809144,10.1542,6464.0,PC,yes
376421071,0.8166936,10.8868,5951.0,PC,no
448820344,2.7792649,12.48,7544.0,PC,no
359403471,2.5547255,13.5829,4956.0,PC,yes
19025965,5.944441,4.4955906,4383.0,PC,yes
307221757,6.7789159,5.88108,5804.0,PC,yes
296850254,6.7635161,,4847.4,PC,yes
148772620,3.9417247,11.7599,4900.9,PC,yes
35106764,5.3861006,,5623.3,PC,yes
292797572,2.8013515,12.9252,7518.0,FP,no
412635642,17.4219809,16.1019557,6282.0,PC,no
68030406,4.7750178,15.088,7121.0,PC,no
241638905,5.0414219,11.6667,5838.0,PC,no
457018819,2.913692,13.5499,5816.0,PC,yes
149109125,9.1717558,7.49243,7513.5,PC,no
19519368,1.7018818,1.96356,4985.0,PC,yes
237929468,25.8663869,6.7555369,5418.7,PC,yes
77680373,3.5569996,10.8822,4440.0,PC,yes
166242494,7.9248476,7.01304,6274.0,PC,yes
418567812,8.0176705,8.9733,4353.0,PC,yes
242190195,4.075051,9.4389,5674.0,PC,yes
332017079,1.6500255,18.0511,6449.0,PC,no
319783554,1.819376,11.1303,7567.0,FP,no
382975217,4.1400273,12.7772,6639.0,PC,no
160476088,0.4722347,7.34189,5827.0,PC,no
401028336,1.7819156,17.5347,6955.0,PC,no
22529346,1.2749246,22.0328,6459.0,KP,no
245341495,3.9358604,12.0264,6975.0,PC,no
448435566,4.1042587,10.2079,5823.0,PC,yes
400073524,0.6534841,6.94706,7540.0,PC,no
405571798,2.9590176,15.6559,6808.0,PC,yes
147723246,6.6819653,14.6987,10126.0,PC,no
188865842,3.1409607,9.6232,4924.0,PC,yes
8005485,5.1087099,12.7621,5770.0,PC,yes
412485680,4.6622996,15.6435,6870.0,PC,no
457649900,748.8277169,21.1132,6713.0,PC,no
290337456,4.6011828,13.7898,6183.0,PC,yes
88977253,2.767691,28.980984,6717.03,APC,no
329672278,4.0557174,16.4885,6664.3,PC,yes
420202798,7.4793374,13.4499302,5078.0,PC,yes
210681065,2.074205,,6987.0,PC,no
407827885,2.365766,,4057.4,PC,yes
406443564,1.1167145,20.4041,6611.0,FP,no
129890791,7.0857491,9.46717,5353.0,PC,no
295507430,7.3136902,10.3927,5654.0,PC,yes
243476396,0.5979368,10.3319,5812.0,PC,no
253961767,2.2355936,19.1583617,6731.0,PC,no
406106335,3.0773658,13.6438,7277.0,PC,no
108645766,2.974175,3.756355,3333.0,FP,no
359523751,4.8338813,16.2870392,6859.0,PC,no
453942180,7.9674915,,5058.2,PC,yes
149585119,2.6492703,12.9788,5743.0,PC,yes
397522142,7.9486299,9.54103,5742.0,PC,yes
148478039,10.6006859,,6303.2,PC,yes
304085024,4.4834145,,,PC,yes
210629725,3.027103,10.9691,6275.0,PC,yes
68081952,7.7023687,14.6181,5333.0,PC,no
145204443,4.7190303,17.051,6389.0,PC,no
311736478,3.6305988,5.32844,5156.0,PC,no
121338379,0.2750478,4.0587998,6218.0,APC,no
200435203,16.1565078,,5215.0,PC,yes
14029793,0.2097217,11.9597,6046.0,PC,no
46627476,2.5665666,15.79,6020.0,PC,yes
80137654,5.7527363,,5951.0,PC,yes
177391159,3.6748618,,6084.3,PC,yes
294315741,3.5678072,34.7616,7819.0,FP,no
5592720,6.5946181,22.1605,6345.0,PC,no
293607057,4.2889696,20.7112,6736.9,CP,no
445392860,2.3696548,21.171114,3986.0,PC,no
303385111,3.429078,21.1656,5654.0,PC,no
123702439,8.5334865,4.14687,5997.0,APC,yes
295312916,5.6386197,13.3798,5373.0,PC,yes
247180220,0.7702101,13.5452,3601.0,PC,no
362111691,4.8807474,18.7724,6356.0,PC,no
360221713,3.1062522,12.6882,5369.0,PC,yes
277128619,21.4921464,9.09747,5520.0,CP,yes
294295243,8.7802662,8.87975,6124.0,PC,yes
384709136,4.8131406,15.2753,6287.0,PC,no
340624586,13.3178839,,7295.5,PC,no
76228620,9.7800223,9.06075,6113.0,PC,yes
33227166,5.5846356,9.33343,5698.0,PC,yes
134200185,0.5481573,1.3591774,4590.0,CP,no
179230828,5.5422295,14.7328,5483.0,PC,no
179230828,15.3392841,11.7705,5483.0,PC,yes
95709395,5.069043,13.2155,6763.0,PC,no
418471116,3.7318818,13.3208,6129.0,PC,yes
301900477,4.4540914,12.2601,6188.0,PC,yes
384386062,5.7626113,10.0697,5470.0,PC,yes
282485660,6.3084728,6.00429,5840.0,CP,yes
449107129,4.254955,14.4712,8653.0,PC,no
424196109,2.5432595,10.6224,3757.0,CP,yes
150531994,2.7702532,10.2658,5183.0,PC,no
463781038,8.1755735,17.9327,9169.0,PC,no
134537478,1.7100122,17.2191,5720.0,KP,no
276735500,6.7107895,12.843,3980.0,PC,yes
418298773,2.6060495,6.7707607,4471.0,PC,no
245728942,4.18438,14.8687,10708.0,PC,no
287494667,8.989491,13.4707,6620.0,PC,no
362032529,3.4507193,8.16973,5712.0,PC,yes
221656234,2.4533968,16.1215,6333.0,PC,yes
68322189,1.2833689,23.5753,5442.0,FP,no
302054555,3.3677179,12.6215,5575.2,PC,yes
294691204,6.5859565,5.98453,6353.0,PC,yes
420829332,1.090295,8.96609,5479.0,PC,no
172193428,2.9412694,8.8335566,5642.0,APC,no
310266243,5.3450209,11.8547,6279.0,PC,yes
403405969,12.975062,11.8674,6480.9,PC,no
208772468,2.244541,13.6382,5455.0,PC,yes
213111428,2.2749988,17.0496,3199.0,PC,no
344130921,14.7765802,10.2309,6247.0,PC,yes
217838717,2.8846592,16.5935,8219.0,PC,no
161247580,3.2813635,10.9441,6622.0,PC,no
361711730,10.2436729,11.2818,5845.9,CP,yes
76894548,3.9353218,20.2069,5806.0,PC,no
154400369,3.8861815,10.8516,8615.0,PC,no
186812530,3.6773543,11.426,7887.0,CP,no
444290896,4.4299239,,,PC,yes
46807139,4.5314275,,3605.0,PC,yes
283665218,6.032661,,5049.5,PC,yes
318180448,5.4695364,1.39203,3465.0,PC,yes
306990399,8.7042937,3.59413,5160.9,PC,yes
401509690,5.8009082,8.06972,5406.0,PC,yes
406726743,17.7481897,11.5797,5393.0,PC,yes
263486257,4.1245473,17.7780627,6433.0,PC,yes
127115861,0.9990876,16.981,9391.0,PC,no
396649769,2.1967461,11.6242,5709.0,PC,no
219164808,1.6773063,29.2836,6915.0,FP,no
412828754,3.3808424,15.6348,6445.0,PC,yes
324609476,0.733892,12.8031517,3423.0,PC,no
282221346,5.6316098,6.99657,5784.0,PC,no
75522633,3.8027513,14.5097,5061.0,PC,yes
298946836,5.5556615,13.1283718,5964.0,PC,yes
297950791,3.4792084,14.4016,6052.0,PC,yes
306512967,11.1838046,,,PC,yes
291857895,7.3142625,12.5859,4881.0,PC,yes
323022088,1.3583233,13.5621,5604.0,APC,yes
261020738,2.9204289,12.9535,5508.0,PC,yes
268644785,3.3294649,16.0269619,6003.0,KP,yes
282701278,2.3064574,13.5732,6692.0,PC,no
217933560,3.5980715,14.8005,4708.0,PC,no
208151094,4.0668104,15.0245,5496.0,PC,yes
324426685,9.8830331,10.3147,4456.0,PC,yes
401704685,4.2100055,13.6161,6160.0,PC,yes
407146538,2.0915616,14.2961,5551.0,FP,no
216925130,7.6686232,8.82795,6066.0,PC,yes
37291237,1.1437772,12.9975,4520.0,PC,no
277034534,23.7123919,12.8901,6130.0,PC,yes
458027465,8.7876771,11.5115,4676.0,PC,yes
274138511,2.774207,2.582442,5280.0,FP,yes
16264917,1.2695326,14.8016,9561.0,PC,no
214218272,3.3645349,11.8831,6443.0,PC,yes
294768072,6.2244575,8.34496,5692.8,PC,yes
173979859,3.613799,15.4064,6955.0,PC,no
407127579,3.5108018,5.42543,5860.0,PC,yes
243244680,19.4921473,5.50689,6128.0,KP,yes
56655478,1.3454079,7.22545,7509.4,PC,no
117275513,4.6886342,3.36071,4954.0,KP,yes
366631954,4.7369669,2.93924,5069.2,KP,yes
381360757,8.8558739,3.014,6332.0,PC,yes
348538431,0.8994677,17.1200078,3338.0,PC,no
319968129,6.216994,7.46488,6304.0,FP,yes
307733361,1.6739029,3.44449,6115.5,KP,yes
7059054,5.185768,7.50399,4664.8,KP,yes
458686969,3.1393667,15.9004,5653.4,PC,no
6893917,3.0801795,17.0613,7511.0,KP,no
23113034,1.7134571,4.95462,8638.0,FP,no
303432813,23.4428912,3.02618,4794.4,CP,yes
87873211,5.8879518,9.19044,5641.0,PC,yes
303523128,1.5110224,1.47339,4595.0,PC,yes
69672493,1.4920726,2.23482,5125.0,FP,no
425206121,4.6117328,18.7958,7346.0,KP,no
17409453,9.72665,7.23871,5583.6,KP,yes
203214138,5.1699026,9.23587,6283.4,KP,no
437011608,4.2403543,2.64301,5670.0,CP,yes
5882269,4.7948642,3.3985,4072.0,KP,yes
438260486,5.8321337,1.15554,4544.0,PC,yes
6785559,4.5117148,2.89398,5785.0,PC,yes
178217113,2.9956366,13.1937,6135.5,KP,yes
18310799,17.3070631,3.7275,4230.6,KP,yes
234388232,10.3883213,3.76664,5638.7,PC,yes
234388232,13.4155226,1.53506,5638.7,PC,yes
330687113,5.113835,5.6708634,6315.7,KP,yes
453211454,9.0588209,2.67607,5560.26,CP,yes
453211454,21.4003129,3.0010426,5560.26,CP,yes
184892124,1.9828041,10.8910702,3213.0,KP,no
438073782,3.6413702,16.4955,6832.0,PC,yes
90853136,2.3626901,6.9577388,5222.44,APC,no
63189173,2.2984058,13.7058869,4221.54,KP,no
19028197,3.3366511,4.1305078,3552.0,KP,yes
434226736,3.4845543,4.2083193,3204.0,KP,yes
26826078,2.8753183,11.1331,4604.0,KP,yes
203214081,5.7459945,2.06081,3413.0,KP,yes
14770122,3.5438732,19.1202757,6466.0,KP,no
91481801,14.4507561,6.2516257,6761.32,PC,no
238086647,1.3523942,2.82883,5915.0,APC,no
349582831,3.4532143,16.9569136,6028.0,PC,yes
366410512,10.1367283,5.44119,6283.0,KP,yes
82508808,0.4522013,7.9172286,3739.0,APC,no
366443576,4.9898664,9.128,6242.0,APC,no
415443327,4.890376,16.1683559,6278.0,PC,no
203287192,4.4455436,15.8181,6355.8,PC,no
59351345,2.4361097,7.79741,7182.5,PC,no
97735297,1.8354365,5.7988,9758.0,FP,no
350348197,6.7535728,6.28796,5880.0,CP,no
411930845,3.2104815,20.5754,9124.0,PC,no
440777904,3.3552444,15.4971874,6373.0,KP,yes
239977528,30.1584857,11.2128,6083.0,CP,no
203289099,3.3557219,1.9149,3807.0,KP,yes
337385330,15.532806,2.17742,3973.0,PC,yes
2685481,4.136488,2.75771,6113.0,PC,yes
26693519,6.1539077,22.3615,5234.4,PC,no
366499151,13.8240078,2.38171,5129.0,PC,no
149496868,3.4355113,4.18368,4870.0,PC,yes
26469462,11.6986928,3.51877,6247.5,PC,yes
438412198,1.5749553,2.51186,6635.0,PC,no
75427473,1.4713984,3.62613,5110.7,FP,no
119292328,7.1887332,1.5254582,5581.0,CP,yes
119292328,20.2749388,1.74398,5581.0,APC,yes
58723861,24.9163182,12.0398,5778.4,PC,yes
366568760,8.4071591,10.1248,4642.6,KP,yes
116668723,3.3885867,6.12917,6148.7,PC,yes
332022997,3.2810299,2.5044826,4783.6,KP,yes
332022997,8.4388997,3.0161255,4783.6,KP,yes
306902029,1.0754572,8.40705,6290.0,FP,no
247906954,5.909621,2.96154,6710.0,PC,no
27064468,5.4589863,4.40571,6223.0,CP,yes
27064468,17.9051919,3.00633,6223.0,CP,yes
438170612,17.5328625,2.60324,6160.0,PC,yes
406495245,7.6014943,9.00796,7642.0,PC,no
101520163,7.4121119,3.6822,6178.0,PC,yes
431999925,1.445433,3.493627,3266.0,FP,no
75589027,2.1667786,1.77975,6224.0,PC,no
350043412,9.4813433,6.37051,4427.0,PC,yes
114516994,1.5985577,11.0534,7947.0,APC,no
312221462,30.4408598,7.19468,8158.9,FP,no
95010343,6.880459,2.77633,6474.0,FP,yes
172110606,2.0197299,3.29943,5810.0,FP,yes
175236511,7.8092052,2.70889,5906.9,KP,yes
14570132,3.2092033,6.33877,5060.5,PC,no
38087018,1.7292681,12.6001269,4377.0,KP,yes
